index,Req_get_make_new_every_time,Req_get_add_url_id,Req_get_add_id,session_add_id,session_add_url_id,session_make_new
0,0.8730087280273438,0.7574372291564941,0.902109146118164,0.1694600582122802,0.2537307739257812,0.3238673210144043
1,0.7039506435394287,0.7202978134155273,0.8121147155761719,0.1916766166687011,0.2380580902099609,0.1867563724517822
2,0.7637944221496582,0.8202009201049805,0.7542123794555664,0.1987190246582031,0.3017973899841308,0.286409854888916
3,0.6745085716247559,0.778637170791626,0.8265566825866699,0.1858890056610107,0.2610564231872558,0.2599623203277588
4,0.6819345951080322,0.766599178314209,0.6642982959747314,0.182013988494873,0.3713228702545166,0.2862935066223144
5,0.7738163471221924,0.6441066265106201,0.7689404487609863,0.2160470485687255,0.2019264698028564,0.2425746917724609
6,0.7845737934112549,0.7417328357696533,0.7979292869567871,0.2131741046905517,0.3726699352264404,0.2001616954803466
7,0.7934679985046387,0.7262649536132812,0.8164057731628418,0.1893332004547119,0.2387442588806152,0.2515432834625244
8,0.7593462467193604,0.8006374835968018,0.8619391918182373,0.1688601970672607,0.2126853466033935,0.2916743755340576
9,0.7837910652160645,0.818385124206543,0.7792727947235107,0.1909487247467041,0.2370712757110595,0.2144429683685302
10,0.6679348945617676,0.7768476009368896,0.9554111957550048,0.1790659427642822,0.1644155979156494,0.1707470417022705
11,0.7579123973846436,0.8365600109100342,0.825145959854126,0.1763076782226562,0.2002694606781005,0.1865847110748291
12,0.8229923248291016,0.7049815654754639,0.8077976703643799,0.2109208106994629,0.2364749908447265,0.2679300308227539
13,0.7653083801269531,0.719388484954834,0.7044777870178223,0.2223680019378662,0.2223410606384277,0.1802351474761963
14,0.6799848079681396,0.7886052131652832,0.7848100662231445,0.1937079429626464,0.2347092628479004,0.2003219127655029
15,0.7524075508117676,0.6750693321228027,0.7328715324401855,0.172178030014038,0.1612124443054199,0.1772592067718505
16,0.7127687931060791,0.693612813949585,0.6838977336883545,0.167682409286499,0.1860857009887695,0.1863946914672851
17,0.7934484481811523,0.7700340747833252,0.7787678241729736,0.1690089702606201,0.2129039764404297,0.2019009590148925
18,0.7588224411010742,0.7752687931060791,0.7580883502960205,0.1757748126983642,0.1998400688171386,0.2411818504333496
19,0.751523494720459,0.8264472484588623,0.8200485706329346,0.1928584575653076,0.1837685108184814,0.2269458770751953
20,0.7159988880157471,0.695244550704956,0.8522255420684814,0.2552483081817627,0.1701991558074951,0.1770133972167968
21,0.7459030151367188,0.7074151039123535,0.8098154067993164,0.2329604625701904,0.2346937656402588,0.1569800376892089
22,0.7813386917114258,0.7312479019165039,0.8052186965942383,0.1872158050537109,0.1832592487335205,0.2239220142364502
23,0.8823232650756836,0.7097628116607666,0.7448892593383789,0.219489574432373,0.1949243545532226,0.2076377868652343
24,0.8020117282867432,0.7296512126922607,0.8840551376342773,0.215322732925415,0.1759774684906005,0.1842763423919677
25,0.7342507839202881,0.7488961219787598,0.7868332862854004,0.2601356506347656,0.1812062263488769,0.1824729442596435
26,0.7739226818084717,0.730175256729126,0.8186767101287842,0.1641414165496826,0.2094483375549316,0.224846601486206
27,0.7386009693145752,0.779259204864502,0.7928242683410645,0.2069673538208007,0.1630153656005859,0.227006196975708
28,0.6534590721130371,0.668513298034668,0.8018455505371094,0.2212409973144531,0.1733043193817138,0.2063488960266113
29,0.6779887676239014,0.8197312355041504,0.96635103225708,0.1901431083679199,0.1986136436462402,0.2089383602142334
30,0.7550666332244873,0.7016046047210693,0.7776331901550293,0.1828093528747558,0.203876256942749,0.1917681694030761
31,0.7080192565917969,0.6721518039703369,0.765362024307251,0.16593599319458,0.1845862865447998,0.216231107711792
32,0.7239644527435303,0.7756845951080322,1.0194227695465088,0.1902203559875488,0.1793503761291504,0.2148301601409912
